street number,street name,suburb,state,full address
87,MARION,Unley,SA,"87 MARION, Unley, SA"
89,MARION,Unley,SA,"89 MARION, Unley, SA"
9,MARION,Unley,SA,"9 MARION, Unley, SA"
91,MARION,Unley,SA,"91 MARION, Unley, SA"
LOT247,MARION,Unley,SA,"LOT247 MARION, Unley, SA"
10,MARY,Unley,SA,"10 MARY, Unley, SA"
11-11A,MARY,Unley,SA,"11-11A MARY, Unley, SA"
12,MARY,Unley,SA,"12 MARY, Unley, SA"
13,MARY,Unley,SA,"13 MARY, Unley, SA"
14,MARY,Unley,SA,"14 MARY, Unley, SA"
15,MARY,Unley,SA,"15 MARY, Unley, SA"
16,MARY,Unley,SA,"16 MARY, Unley, SA"
17,MARY,Unley,SA,"17 MARY, Unley, SA"
18,MARY,Unley,SA,"18 MARY, Unley, SA"
18-20,MARY,Unley,SA,"18-20 MARY, Unley, SA"
19,MARY,Unley,SA,"19 MARY, Unley, SA"
2,MARY,Unley,SA,"2 MARY, Unley, SA"
20,MARY,Unley,SA,"20 MARY, Unley, SA"
21,MARY,Unley,SA,"21 MARY, Unley, SA"
22,MARY,Unley,SA,"22 MARY, Unley, SA"
22-24,MARY,Unley,SA,"22-24 MARY, Unley, SA"
23,MARY,Unley,SA,"23 MARY, Unley, SA"
24,MARY,Unley,SA,"24 MARY, Unley, SA"
25,MARY,Unley,SA,"25 MARY, Unley, SA"
26,MARY,Unley,SA,"26 MARY, Unley, SA"
27-27A,MARY,Unley,SA,"27-27A MARY, Unley, SA"
28,MARY,Unley,SA,"28 MARY, Unley, SA"
29,MARY,Unley,SA,"29 MARY, Unley, SA"
3,MARY,Unley,SA,"3 MARY, Unley, SA"
30,MARY,Unley,SA,"30 MARY, Unley, SA"
31,MARY,Unley,SA,"31 MARY, Unley, SA"
32,MARY,Unley,SA,"32 MARY, Unley, SA"
33,MARY,Unley,SA,"33 MARY, Unley, SA"
34,MARY,Unley,SA,"34 MARY, Unley, SA"
35,MARY,Unley,SA,"35 MARY, Unley, SA"
36,MARY,Unley,SA,"36 MARY, Unley, SA"
37,MARY,Unley,SA,"37 MARY, Unley, SA"
38,MARY,Unley,SA,"38 MARY, Unley, SA"
39,MARY,Unley,SA,"39 MARY, Unley, SA"
40,MARY,Unley,SA,"40 MARY, Unley, SA"
41,MARY,Unley,SA,"41 MARY, Unley, SA"
42,MARY,Unley,SA,"42 MARY, Unley, SA"
43,MARY,Unley,SA,"43 MARY, Unley, SA"
44,MARY,Unley,SA,"44 MARY, Unley, SA"
45,MARY,Unley,SA,"45 MARY, Unley, SA"
46,MARY,Unley,SA,"46 MARY, Unley, SA"
4-6,MARY,Unley,SA,"4-6 MARY, Unley, SA"
47,MARY,Unley,SA,"47 MARY, Unley, SA"
49,MARY,Unley,SA,"49 MARY, Unley, SA"
49A,MARY,Unley,SA,"49A MARY, Unley, SA"
5,MARY,Unley,SA,"5 MARY, Unley, SA"
50,MARY,Unley,SA,"50 MARY, Unley, SA"
51,MARY,Unley,SA,"51 MARY, Unley, SA"
52,MARY,Unley,SA,"52 MARY, Unley, SA"
53,MARY,Unley,SA,"53 MARY, Unley, SA"
54,MARY,Unley,SA,"54 MARY, Unley, SA"
55,MARY,Unley,SA,"55 MARY, Unley, SA"
56,MARY,Unley,SA,"56 MARY, Unley, SA"
56A,MARY,Unley,SA,"56A MARY, Unley, SA"
57,MARY,Unley,SA,"57 MARY, Unley, SA"
58,MARY,Unley,SA,"58 MARY, Unley, SA"
58A,MARY,Unley,SA,"58A MARY, Unley, SA"
59,MARY,Unley,SA,"59 MARY, Unley, SA"
60,MARY,Unley,SA,"60 MARY, Unley, SA"
61,MARY,Unley,SA,"61 MARY, Unley, SA"
62,MARY,Unley,SA,"62 MARY, Unley, SA"
62A,MARY,Unley,SA,"62A MARY, Unley, SA"
63,MARY,Unley,SA,"63 MARY, Unley, SA"
64,MARY,Unley,SA,"64 MARY, Unley, SA"
64A,MARY,Unley,SA,"64A MARY, Unley, SA"
65,MARY,Unley,SA,"65 MARY, Unley, SA"
66,MARY,Unley,SA,"66 MARY, Unley, SA"
67,MARY,Unley,SA,"67 MARY, Unley, SA"
7,MARY,Unley,SA,"7 MARY, Unley, SA"
70,MARY,Unley,SA,"70 MARY, Unley, SA"
72,MARY,Unley,SA,"72 MARY, Unley, SA"
74,MARY,Unley,SA,"74 MARY, Unley, SA"
75,MARY,Unley,SA,"75 MARY, Unley, SA"
76,MARY,Unley,SA,"76 MARY, Unley, SA"
77,MARY,Unley,SA,"77 MARY, Unley, SA"
8,MARY,Unley,SA,"8 MARY, Unley, SA"
80,MARY,Unley,SA,"80 MARY, Unley, SA"
80A,MARY,Unley,SA,"80A MARY, Unley, SA"
86,MARY,Unley,SA,"86 MARY, Unley, SA"
87,MARY,Unley,SA,"87 MARY, Unley, SA"
88,MARY,Unley,SA,"88 MARY, Unley, SA"
9,MARY,Unley,SA,"9 MARY, Unley, SA"
90,MARY,Unley,SA,"90 MARY, Unley, SA"
LOT6,MARY,Unley,SA,"LOT6 MARY, Unley, SA"
LOT7,MARY,Unley,SA,"LOT7 MARY, Unley, SA"
LOT8,MARY,Unley,SA,"LOT8 MARY, Unley, SA"
LOT9,MARY,Unley,SA,"LOT9 MARY, Unley, SA"
10,MAUD,Unley,SA,"10 MAUD, Unley, SA"
100,MAUD,Unley,SA,"100 MAUD, Unley, SA"
101,MAUD,Unley,SA,"101 MAUD, Unley, SA"
102,MAUD,Unley,SA,"102 MAUD, Unley, SA"
10A,MAUD,Unley,SA,"10A MAUD, Unley, SA"
12,MAUD,Unley,SA,"12 MAUD, Unley, SA"
14,MAUD,Unley,SA,"14 MAUD, Unley, SA"
15,MAUD,Unley,SA,"15 MAUD, Unley, SA"
16,MAUD,Unley,SA,"16 MAUD, Unley, SA"
17,MAUD,Unley,SA,"17 MAUD, Unley, SA"
18,MAUD,Unley,SA,"18 MAUD, Unley, SA"
19,MAUD,Unley,SA,"19 MAUD, Unley, SA"
2,MAUD,Unley,SA,"2 MAUD, Unley, SA"
20,MAUD,Unley,SA,"20 MAUD, Unley, SA"
21,MAUD,Unley,SA,"21 MAUD, Unley, SA"
22,MAUD,Unley,SA,"22 MAUD, Unley, SA"
23,MAUD,Unley,SA,"23 MAUD, Unley, SA"
24,MAUD,Unley,SA,"24 MAUD, Unley, SA"
26,MAUD,Unley,SA,"26 MAUD, Unley, SA"
28,MAUD,Unley,SA,"28 MAUD, Unley, SA"
29,MAUD,Unley,SA,"29 MAUD, Unley, SA"
30,MAUD,Unley,SA,"30 MAUD, Unley, SA"
33,MAUD,Unley,SA,"33 MAUD, Unley, SA"
34,MAUD,Unley,SA,"34 MAUD, Unley, SA"
35,MAUD,Unley,SA,"35 MAUD, Unley, SA"
36,MAUD,Unley,SA,"36 MAUD, Unley, SA"
37,MAUD,Unley,SA,"37 MAUD, Unley, SA"
38,MAUD,Unley,SA,"38 MAUD, Unley, SA"
4,MAUD,Unley,SA,"4 MAUD, Unley, SA"
40,MAUD,Unley,SA,"40 MAUD, Unley, SA"
42,MAUD,Unley,SA,"42 MAUD, Unley, SA"
42A,MAUD,Unley,SA,"42A MAUD, Unley, SA"
44,MAUD,Unley,SA,"44 MAUD, Unley, SA"
44A,MAUD,Unley,SA,"44A MAUD, Unley, SA"
46,MAUD,Unley,SA,"46 MAUD, Unley, SA"
46A,MAUD,Unley,SA,"46A MAUD, Unley, SA"
48,MAUD,Unley,SA,"48 MAUD, Unley, SA"
54,MAUD,Unley,SA,"54 MAUD, Unley, SA"
54A,MAUD,Unley,SA,"54A MAUD, Unley, SA"
56,MAUD,Unley,SA,"56 MAUD, Unley, SA"
56A,MAUD,Unley,SA,"56A MAUD, Unley, SA"
58,MAUD,Unley,SA,"58 MAUD, Unley, SA"
6,MAUD,Unley,SA,"6 MAUD, Unley, SA"
60,MAUD,Unley,SA,"60 MAUD, Unley, SA"
62,MAUD,Unley,SA,"62 MAUD, Unley, SA"
64,MAUD,Unley,SA,"64 MAUD, Unley, SA"
66,MAUD,Unley,SA,"66 MAUD, Unley, SA"
67,MAUD,Unley,SA,"67 MAUD, Unley, SA"
68,MAUD,Unley,SA,"68 MAUD, Unley, SA"
69,MAUD,Unley,SA,"69 MAUD, Unley, SA"
70,MAUD,Unley,SA,"70 MAUD, Unley, SA"
72,MAUD,Unley,SA,"72 MAUD, Unley, SA"
73,MAUD,Unley,SA,"73 MAUD, Unley, SA"
74,MAUD,Unley,SA,"74 MAUD, Unley, SA"
75,MAUD,Unley,SA,"75 MAUD, Unley, SA"
76,MAUD,Unley,SA,"76 MAUD, Unley, SA"
78,MAUD,Unley,SA,"78 MAUD, Unley, SA"
79,MAUD,Unley,SA,"79 MAUD, Unley, SA"
8,MAUD,Unley,SA,"8 MAUD, Unley, SA"
80,MAUD,Unley,SA,"80 MAUD, Unley, SA"
81,MAUD,Unley,SA,"81 MAUD, Unley, SA"
82,MAUD,Unley,SA,"82 MAUD, Unley, SA"
84,MAUD,Unley,SA,"84 MAUD, Unley, SA"
84A,MAUD,Unley,SA,"84A MAUD, Unley, SA"
86,MAUD,Unley,SA,"86 MAUD, Unley, SA"
86A,MAUD,Unley,SA,"86A MAUD, Unley, SA"
88,MAUD,Unley,SA,"88 MAUD, Unley, SA"
90,MAUD,Unley,SA,"90 MAUD, Unley, SA"
92,MAUD,Unley,SA,"92 MAUD, Unley, SA"
93,MAUD,Unley,SA,"93 MAUD, Unley, SA"
94,MAUD,Unley,SA,"94 MAUD, Unley, SA"
98A,MAUD,Unley,SA,"98A MAUD, Unley, SA"
98B,MAUD,Unley,SA,"98B MAUD, Unley, SA"
98C,MAUD,Unley,SA,"98C MAUD, Unley, SA"
98D,MAUD,Unley,SA,"98D MAUD, Unley, SA"
99-99A,MAUD,Unley,SA,"99-99A MAUD, Unley, SA"
LOT144,MAUD,Unley,SA,"LOT144 MAUD, Unley, SA"
LOT582,MAUD,Unley,SA,"LOT582 MAUD, Unley, SA"
1,MCGOWAN,Unley,SA,"1 MCGOWAN, Unley, SA"
10,MCGOWAN,Unley,SA,"10 MCGOWAN, Unley, SA"
11,MCGOWAN,Unley,SA,"11 MCGOWAN, Unley, SA"
11A,MCGOWAN,Unley,SA,"11A MCGOWAN, Unley, SA"
12,MCGOWAN,Unley,SA,"12 MCGOWAN, Unley, SA"
13,MCGOWAN,Unley,SA,"13 MCGOWAN, Unley, SA"
14,MCGOWAN,Unley,SA,"14 MCGOWAN, Unley, SA"
15,MCGOWAN,Unley,SA,"15 MCGOWAN, Unley, SA"
16,MCGOWAN,Unley,SA,"16 MCGOWAN, Unley, SA"
17,MCGOWAN,Unley,SA,"17 MCGOWAN, Unley, SA"
18,MCGOWAN,Unley,SA,"18 MCGOWAN, Unley, SA"
3,MCGOWAN,Unley,SA,"3 MCGOWAN, Unley, SA"
4,MCGOWAN,Unley,SA,"4 MCGOWAN, Unley, SA"
5,MCGOWAN,Unley,SA,"5 MCGOWAN, Unley, SA"
6,MCGOWAN,Unley,SA,"6 MCGOWAN, Unley, SA"
7,MCGOWAN,Unley,SA,"7 MCGOWAN, Unley, SA"
8,MCGOWAN,Unley,SA,"8 MCGOWAN, Unley, SA"
9,MCGOWAN,Unley,SA,"9 MCGOWAN, Unley, SA"
1,MILLER,Unley,SA,"1 MILLER, Unley, SA"
10,MILLER,Unley,SA,"10 MILLER, Unley, SA"
11,MILLER,Unley,SA,"11 MILLER, Unley, SA"
12,MILLER,Unley,SA,"12 MILLER, Unley, SA"
14,MILLER,Unley,SA,"14 MILLER, Unley, SA"
15,MILLER,Unley,SA,"15 MILLER, Unley, SA"
16,MILLER,Unley,SA,"16 MILLER, Unley, SA"
16A,MILLER,Unley,SA,"16A MILLER, Unley, SA"
17,MILLER,Unley,SA,"17 MILLER, Unley, SA"
18,MILLER,Unley,SA,"18 MILLER, Unley, SA"
19,MILLER,Unley,SA,"19 MILLER, Unley, SA"
2,MILLER,Unley,SA,"2 MILLER, Unley, SA"
20,MILLER,Unley,SA,"20 MILLER, Unley, SA"
21,MILLER,Unley,SA,"21 MILLER, Unley, SA"
22,MILLER,Unley,SA,"22 MILLER, Unley, SA"
23,MILLER,Unley,SA,"23 MILLER, Unley, SA"
24,MILLER,Unley,SA,"24 MILLER, Unley, SA"
25,MILLER,Unley,SA,"25 MILLER, Unley, SA"
26,MILLER,Unley,SA,"26 MILLER, Unley, SA"
26A,MILLER,Unley,SA,"26A MILLER, Unley, SA"
27,MILLER,Unley,SA,"27 MILLER, Unley, SA"
27A,MILLER,Unley,SA,"27A MILLER, Unley, SA"
28,MILLER,Unley,SA,"28 MILLER, Unley, SA"
29,MILLER,Unley,SA,"29 MILLER, Unley, SA"
3,MILLER,Unley,SA,"3 MILLER, Unley, SA"
30,MILLER,Unley,SA,"30 MILLER, Unley, SA"
31,MILLER,Unley,SA,"31 MILLER, Unley, SA"
32,MILLER,Unley,SA,"32 MILLER, Unley, SA"
33,MILLER,Unley,SA,"33 MILLER, Unley, SA"
34,MILLER,Unley,SA,"34 MILLER, Unley, SA"
35,MILLER,Unley,SA,"35 MILLER, Unley, SA"
36,MILLER,Unley,SA,"36 MILLER, Unley, SA"
37,MILLER,Unley,SA,"37 MILLER, Unley, SA"
38,MILLER,Unley,SA,"38 MILLER, Unley, SA"
4,MILLER,Unley,SA,"4 MILLER, Unley, SA"
40,MILLER,Unley,SA,"40 MILLER, Unley, SA"
41,MILLER,Unley,SA,"41 MILLER, Unley, SA"
42,MILLER,Unley,SA,"42 MILLER, Unley, SA"
44,MILLER,Unley,SA,"44 MILLER, Unley, SA"
45,MILLER,Unley,SA,"45 MILLER, Unley, SA"
46,MILLER,Unley,SA,"46 MILLER, Unley, SA"
47,MILLER,Unley,SA,"47 MILLER, Unley, SA"
48,MILLER,Unley,SA,"48 MILLER, Unley, SA"
50,MILLER,Unley,SA,"50 MILLER, Unley, SA"
52,MILLER,Unley,SA,"52 MILLER, Unley, SA"
52A,MILLER,Unley,SA,"52A MILLER, Unley, SA"
52B,MILLER,Unley,SA,"52B MILLER, Unley, SA"
54,MILLER,Unley,SA,"54 MILLER, Unley, SA"
54A,MILLER,Unley,SA,"54A MILLER, Unley, SA"
56,MILLER,Unley,SA,"56 MILLER, Unley, SA"
6,MILLER,Unley,SA,"6 MILLER, Unley, SA"
8,MILLER,Unley,SA,"8 MILLER, Unley, SA"
1,MIZPAH,Unley,SA,"1 MIZPAH, Unley, SA"
2,MIZPAH,Unley,SA,"2 MIZPAH, Unley, SA"
3,MIZPAH,Unley,SA,"3 MIZPAH, Unley, SA"
4,MIZPAH,Unley,SA,"4 MIZPAH, Unley, SA"
5,MIZPAH,Unley,SA,"5 MIZPAH, Unley, SA"
6,MIZPAH,Unley,SA,"6 MIZPAH, Unley, SA"
7,MIZPAH,Unley,SA,"7 MIZPAH, Unley, SA"
8,MIZPAH,Unley,SA,"8 MIZPAH, Unley, SA"
9,MIZPAH,Unley,SA,"9 MIZPAH, Unley, SA"
10,MORNINGTON,Unley,SA,"10 MORNINGTON, Unley, SA"
11,MORNINGTON,Unley,SA,"11 MORNINGTON, Unley, SA"
11A,MORNINGTON,Unley,SA,"11A MORNINGTON, Unley, SA"
12,MORNINGTON,Unley,SA,"12 MORNINGTON, Unley, SA"
13,MORNINGTON,Unley,SA,"13 MORNINGTON, Unley, SA"
14,MORNINGTON,Unley,SA,"14 MORNINGTON, Unley, SA"
16,MORNINGTON,Unley,SA,"16 MORNINGTON, Unley, SA"
18,MORNINGTON,Unley,SA,"18 MORNINGTON, Unley, SA"
2,MORNINGTON,Unley,SA,"2 MORNINGTON, Unley, SA"
20,MORNINGTON,Unley,SA,"20 MORNINGTON, Unley, SA"
204,MORNINGTON,Unley,SA,"204 MORNINGTON, Unley, SA"
22,MORNINGTON,Unley,SA,"22 MORNINGTON, Unley, SA"
24,MORNINGTON,Unley,SA,"24 MORNINGTON, Unley, SA"
2A,MORNINGTON,Unley,SA,"2A MORNINGTON, Unley, SA"
4,MORNINGTON,Unley,SA,"4 MORNINGTON, Unley, SA"
4A,MORNINGTON,Unley,SA,"4A MORNINGTON, Unley, SA"
5,MORNINGTON,Unley,SA,"5 MORNINGTON, Unley, SA"
6,MORNINGTON,Unley,SA,"6 MORNINGTON, Unley, SA"
7,MORNINGTON,Unley,SA,"7 MORNINGTON, Unley, SA"
7A,MORNINGTON,Unley,SA,"7A MORNINGTON, Unley, SA"
8,MORNINGTON,Unley,SA,"8 MORNINGTON, Unley, SA"
9,MORNINGTON,Unley,SA,"9 MORNINGTON, Unley, SA"
9A,MORNINGTON,Unley,SA,"9A MORNINGTON, Unley, SA"
VERGE,MORNINGTON,Unley,SA,"VERGE MORNINGTON, Unley, SA"
1,OAK,Unley,SA,"1 OAK, Unley, SA"
10,OAK,Unley,SA,"10 OAK, Unley, SA"
11,OAK,Unley,SA,"11 OAK, Unley, SA"
12,OAK,Unley,SA,"12 OAK, Unley, SA"
13,OAK,Unley,SA,"13 OAK, Unley, SA"
14,OAK,Unley,SA,"14 OAK, Unley, SA"
15,OAK,Unley,SA,"15 OAK, Unley, SA"
16,OAK,Unley,SA,"16 OAK, Unley, SA"
17,OAK,Unley,SA,"17 OAK, Unley, SA"
18,OAK,Unley,SA,"18 OAK, Unley, SA"
20,OAK,Unley,SA,"20 OAK, Unley, SA"
3,OAK,Unley,SA,"3 OAK, Unley, SA"
4,OAK,Unley,SA,"4 OAK, Unley, SA"
5,OAK,Unley,SA,"5 OAK, Unley, SA"
6,OAK,Unley,SA,"6 OAK, Unley, SA"
7,OAK,Unley,SA,"7 OAK, Unley, SA"
8,OAK,Unley,SA,"8 OAK, Unley, SA"
9,OAK,Unley,SA,"9 OAK, Unley, SA"
1,OXFORD,Unley,SA,"1 OXFORD, Unley, SA"
10,OXFORD,Unley,SA,"10 OXFORD, Unley, SA"
11,OXFORD,Unley,SA,"11 OXFORD, Unley, SA"
12,OXFORD,Unley,SA,"12 OXFORD, Unley, SA"
13,OXFORD,Unley,SA,"13 OXFORD, Unley, SA"
14,OXFORD,Unley,SA,"14 OXFORD, Unley, SA"
15,OXFORD,Unley,SA,"15 OXFORD, Unley, SA"
16,OXFORD,Unley,SA,"16 OXFORD, Unley, SA"
17,OXFORD,Unley,SA,"17 OXFORD, Unley, SA"
18,OXFORD,Unley,SA,"18 OXFORD, Unley, SA"
19,OXFORD,Unley,SA,"19 OXFORD, Unley, SA"
2,OXFORD,Unley,SA,"2 OXFORD, Unley, SA"
20,OXFORD,Unley,SA,"20 OXFORD, Unley, SA"
21,OXFORD,Unley,SA,"21 OXFORD, Unley, SA"
22,OXFORD,Unley,SA,"22 OXFORD, Unley, SA"
23,OXFORD,Unley,SA,"23 OXFORD, Unley, SA"
25,OXFORD,Unley,SA,"25 OXFORD, Unley, SA"
26,OXFORD,Unley,SA,"26 OXFORD, Unley, SA"
27,OXFORD,Unley,SA,"27 OXFORD, Unley, SA"
27A,OXFORD,Unley,SA,"27A OXFORD, Unley, SA"
28,OXFORD,Unley,SA,"28 OXFORD, Unley, SA"
28A,OXFORD,Unley,SA,"28A OXFORD, Unley, SA"
29,OXFORD,Unley,SA,"29 OXFORD, Unley, SA"
3,OXFORD,Unley,SA,"3 OXFORD, Unley, SA"
30,OXFORD,Unley,SA,"30 OXFORD, Unley, SA"
31,OXFORD,Unley,SA,"31 OXFORD, Unley, SA"
32,OXFORD,Unley,SA,"32 OXFORD, Unley, SA"
34,OXFORD,Unley,SA,"34 OXFORD, Unley, SA"
34A,OXFORD,Unley,SA,"34A OXFORD, Unley, SA"
36,OXFORD,Unley,SA,"36 OXFORD, Unley, SA"
38,OXFORD,Unley,SA,"38 OXFORD, Unley, SA"
4,OXFORD,Unley,SA,"4 OXFORD, Unley, SA"
40,OXFORD,Unley,SA,"40 OXFORD, Unley, SA"
41,OXFORD,Unley,SA,"41 OXFORD, Unley, SA"
42,OXFORD,Unley,SA,"42 OXFORD, Unley, SA"
42A,OXFORD,Unley,SA,"42A OXFORD, Unley, SA"
43,OXFORD,Unley,SA,"43 OXFORD, Unley, SA"
44,OXFORD,Unley,SA,"44 OXFORD, Unley, SA"
45-47,OXFORD,Unley,SA,"45-47 OXFORD, Unley, SA"
46-46A,OXFORD,Unley,SA,"46-46A OXFORD, Unley, SA"
48,OXFORD,Unley,SA,"48 OXFORD, Unley, SA"
49,OXFORD,Unley,SA,"49 OXFORD, Unley, SA"
5,OXFORD,Unley,SA,"5 OXFORD, Unley, SA"
50,OXFORD,Unley,SA,"50 OXFORD, Unley, SA"
52,OXFORD,Unley,SA,"52 OXFORD, Unley, SA"
54,OXFORD,Unley,SA,"54 OXFORD, Unley, SA"
56,OXFORD,Unley,SA,"56 OXFORD, Unley, SA"
6,OXFORD,Unley,SA,"6 OXFORD, Unley, SA"
7,OXFORD,Unley,SA,"7 OXFORD, Unley, SA"
8,OXFORD,Unley,SA,"8 OXFORD, Unley, SA"
9,OXFORD,Unley,SA,"9 OXFORD, Unley, SA"
1,PALMERSTON,Unley,SA,"1 PALMERSTON, Unley, SA"
10,PALMERSTON,Unley,SA,"10 PALMERSTON, Unley, SA"
11,PALMERSTON,Unley,SA,"11 PALMERSTON, Unley, SA"
12,PALMERSTON,Unley,SA,"12 PALMERSTON, Unley, SA"
13,PALMERSTON,Unley,SA,"13 PALMERSTON, Unley, SA"
14,PALMERSTON,Unley,SA,"14 PALMERSTON, Unley, SA"
15,PALMERSTON,Unley,SA,"15 PALMERSTON, Unley, SA"
16,PALMERSTON,Unley,SA,"16 PALMERSTON, Unley, SA"
17,PALMERSTON,Unley,SA,"17 PALMERSTON, Unley, SA"
